emp_no,first_name,last_name,title,to_date
263925,Poorav,Yamaashi,Senior Engineer,1/1/99
263927,Charlene,Zaccaria,Senior Engineer,1/1/99
263937,Gopalakrishnan,Kandlur,Staff,1/1/99
263939,Magy,Navazio,Senior Staff,1/1/99
263940,Suebskul,Emmerich,Senior Staff,1/1/99
263941,Leah,Gente,Engineer,1/1/99
263944,Qunsheng,Showalter,Senior Staff,1/1/99
263945,Marsja,Bach,Senior Engineer,1/1/99
263946,Berto,Schaar,Senior Engineer,1/1/99
263947,Siamak,Markovitch,Senior Engineer,1/1/99
263953,Rosli,Oxman,Assistant Engineer,1/1/99
263956,Shaowen,Schmiedel,Engineer,1/1/99
263959,Cedric,Wynblatt,Senior Engineer,1/1/99
263968,Mahendra,Panienski,Senior Engineer,1/1/99
263988,Licheng,Sinitsyn,Senior Staff,1/1/99
263993,Reinhold,Anick,Senior Engineer,1/1/99
263994,Alain,Massonet,Engineer,1/1/99
263997,Gita,Begiun,Technique Leader,1/1/99
264004,Chiradeep,Compeau,Technique Leader,1/1/99
264013,Baziley,Stifter,Staff,1/1/99
264019,Ulises,Barreiro,Senior Staff,1/1/99
264020,Remko,Picco,Senior Engineer,1/1/99
264024,Supot,Rohrbach,Engineer,1/1/99
264038,Tran,Choobineh,Senior Staff,1/1/99
264044,Gay,Kalloufi,Senior Engineer,1/1/99
264045,Fai,Schaaf,Senior Engineer,1/1/99
264047,Isaac,Barriga,Senior Engineer,1/1/99
264052,Youngkon,Farris,Assistant Engineer,1/1/99
264057,Pranav,Cmelik,Senior Engineer,1/1/99
264061,Brigham,Gill,Senior Staff,1/1/99
264069,Conrado,Denny,Engineer,1/1/99
264077,Alejandra,Makrucki,Senior Engineer,1/1/99
264081,Sadok,Feldmann,Senior Engineer,1/1/99
264087,Shridhar,Simkin,Senior Engineer,1/1/99
264091,Leen,Erol,Senior Engineer,1/1/99
264092,Marlo,Kusakari,Technique Leader,1/1/99
264096,Serenella,Valiente,Engineer,1/1/99
264098,Sverrir,Rohrbach,Engineer,1/1/99
264099,Toshimitsu,Rettelbach,Senior Engineer,1/1/99
264103,Shigeu,Szmurlo,Senior Engineer,1/1/99
264105,Rasikan,Lichtman,Staff,1/1/99
264108,Supot,Hofmeyr,Senior Engineer,1/1/99
264111,Yunming,Kuszyk,Engineer,1/1/99
264112,Krassimir,Avouris,Senior Engineer,1/1/99
264117,Tzvetan,Denny,Senior Staff,1/1/99
264121,Ulises,Weiland,Senior Engineer,1/1/99
264122,Hyuckchul,Oppitz,Engineer,1/1/99
264124,Atreyi,Pargaonkar,Staff,1/1/99
264125,Arnould,Thibadeau,Senior Staff,1/1/99
264126,Toshiki,Thimonier,Engineer,1/1/99
264127,Serap,Rabehasaina,Staff,1/1/99
264139,Stein,Schade,Senior Engineer,1/1/99
264143,Gift,Angelopoulos,Staff,1/1/99
264161,Arun,Montemayor,Staff,1/1/99
264171,Kristinn,Angelopoulos,Staff,1/1/99
264174,Jianwen,Brizzi,Senior Engineer,1/1/99
264176,Yucai,Schapiro,Engineer,1/1/99
264188,Tonia,Marquardt,Senior Engineer,1/1/99
264191,Jessie,Haraldson,Senior Staff,1/1/99
264193,Gererd,Desikan,Staff,1/1/99
264194,Aral,Merey,Senior Staff,1/1/99
264198,Richard,Siprelle,Senior Engineer,1/1/99
264200,Almudena,Koblick,Senior Engineer,1/1/99
264201,Karlis,Mahmud,Technique Leader,1/1/99
264212,Salvador,Lagarias,Senior Engineer,1/1/99
264213,Genki,Hambrick,Engineer,1/1/99
264215,Juichirou,Zastre,Senior Engineer,1/1/99
264218,Baruch,Rosch,Senior Staff,1/1/99
264234,Rayond,Benzaken,Senior Engineer,1/1/99
264236,Sadun,Papsdorf,Senior Engineer,1/1/99
264237,Shaowen,Sigstam,Staff,1/1/99
264247,Herbert,Rotem,Senior Engineer,1/1/99
264250,Shmuel,Fasbender,Senior Engineer,1/1/99
264255,Serge,Murrill,Engineer,1/1/99
264266,Masato,Nicolson,Engineer,1/1/99
264267,Conrado,Chappelet,Senior Engineer,1/1/99
264276,Nechama,Cyne,Staff,1/1/99
264280,Mohua,Lienhardt,Assistant Engineer,1/1/99
264281,Heather,Halloran,Senior Engineer,1/1/99
264289,Nikolaos,Laventhal,Engineer,1/1/99
264292,Boguslaw,Frolund,Engineer,1/1/99
264311,Christoper,Muniz,Senior Engineer,1/1/99
264323,Mountaz,Clouatre,Senior Engineer,1/1/99
264327,Kristen,Speer,Senior Engineer,1/1/99
264334,Kenroku,Penttonen,Senior Engineer,1/1/99
264338,Luerbio,Garigliano,Senior Engineer,1/1/99
264344,Ronnie,Gini,Staff,1/1/99
264345,Foong,Moffat,Senior Engineer,1/1/99
264347,Peternela,Gladwell,Senior Engineer,1/1/99
264351,Georg,Perna,Senior Engineer,1/1/99
264352,Adil,Billingsley,Senior Engineer,1/1/99
264353,Changho,Standera,Technique Leader,1/1/99
264356,Niteen,McAlpine,Senior Engineer,1/1/99
264359,Kazuhiro,Hoogerwoord,Staff,1/1/99
264361,Ferdinand,Kambil,Senior Engineer,1/1/99
264370,Brigham,Schapire,Senior Engineer,1/1/99
264372,Khalid,Liesche,Staff,1/1/99
264382,Barton,Kusakabe,Senior Engineer,1/1/99
264383,Freyja,Krohn,Technique Leader,1/1/99
264385,Tru,Narahari,Senior Engineer,1/1/99
264387,Janche,Laurillard,Senior Engineer,1/1/99
264397,Samphel,Homond,Senior Engineer,1/1/99
264401,Along,Lodder,Engineer,1/1/99
264403,Jeane,Barinka,Senior Engineer,1/1/99
264411,Kyoichi,Boissier,Senior Engineer,1/1/99
264413,Xiadong,Kirkerud,Senior Engineer,1/1/99
264415,Uzi,Furudate,Senior Engineer,1/1/99
264428,JiYoung,McFarlin,Senior Engineer,1/1/99
264429,Richard,Chimia,Engineer,1/1/99
264434,Mizuhito,Ghelli,Senior Staff,1/1/99
264441,Horward,Sinitsyn,Senior Engineer,1/1/99
264446,Katsuo,Kroha,Senior Engineer,1/1/99
264450,Kellie,Rodham,Technique Leader,1/1/99
264452,Jaana,Siegrist,Senior Engineer,1/1/99
264454,Hsiangchu,Hatcliff,Senior Engineer,1/1/99
264459,Wilmer,Baca,Engineer,1/1/99
264461,Ewing,Jording,Engineer,1/1/99
264463,Kenton,Prampolini,Senior Staff,1/1/99
264465,Naftali,Heydon,Engineer,1/1/99
264470,Kokou,Stenning,Engineer,1/1/99
264473,Rimon,Selenyi,Staff,1/1/99
264477,Sigeru,Orsini,Technique Leader,1/1/99
264481,Lene,Cooman,Staff,1/1/99
264482,Mansur,Salverda,Senior Engineer,1/1/99
264485,Eben,Fontet,Staff,1/1/99
264492,Ebru,Harllee,Technique Leader,1/1/99
264495,Manibrata,Cyre,Senior Engineer,1/1/99
264498,Gaetan,Hertweck,Technique Leader,1/1/99
264500,Tianruo,Beutelspacher,Senior Engineer,1/1/99
264506,Parke,Kalefeld,Senior Engineer,1/1/99
264507,Barna,Brender,Senior Engineer,1/1/99
264512,Fumiko,Godskesen,Engineer,1/1/99
264513,Kazuhira,Kugler,Senior Engineer,1/1/99
264514,Akemi,Baaleh,Senior Engineer,1/1/99
264518,Fun,Pashtan,Engineer,1/1/99
264521,Suvo,Boissier,Engineer,1/1/99
264535,Gunilla,Ashish,Senior Engineer,1/1/99
264541,Luisa,Emden,Senior Staff,1/1/99
264542,Stamatina,Lammel,Engineer,1/1/99
264559,Kiyotoshi,Mundy,Senior Engineer,1/1/99
264560,Leaf,Lowrie,Engineer,1/1/99
264577,Leandro,Thiria,Senior Engineer,1/1/99
264580,Valeri,Rosis,Senior Engineer,1/1/99
264591,Oddvar,Rissanen,Engineer,1/1/99
264592,Margo,Pero,Senior Engineer,1/1/99
264610,Prodip,Benaini,Senior Engineer,1/1/99
264614,Jacopo,Pleszkun,Senior Staff,1/1/99
264629,Guiseppe,Herbst,Senior Staff,1/1/99
264633,Aral,Lichtman,Senior Engineer,1/1/99
264635,Ravishankar,Vernadat,Senior Engineer,1/1/99
264640,Ipke,Siprelle,Senior Engineer,1/1/99
264647,Yannik,Rothenberg,Senior Engineer,1/1/99
264648,Youpyo,Farrow,Staff,1/1/99
264652,Boriana,Hempstead,Staff,1/1/99
264654,Oscar,Morrey,Senior Engineer,1/1/99
264657,Taegyun,Fabrizio,Senior Engineer,1/1/99
264658,Magdalena,Hanratty,Technique Leader,1/1/99
264662,Zhonghui,Yetim,Senior Engineer,1/1/99
264663,Martial,Stenning,Senior Engineer,1/1/99
264664,Paddy,Lanteri,Senior Engineer,1/1/99
264665,Shuji,Peir,Senior Engineer,1/1/99
264669,Brewster,Collette,Technique Leader,1/1/99
264675,Seongbin,Masada,Senior Engineer,1/1/99
264689,Sangeeta,Rajcani,Senior Engineer,1/1/99
264690,Venkatesan,Sewelson,Technique Leader,1/1/99
264699,Remmert,Usery,Senior Engineer,1/1/99
264703,Temple,Genther,Senior Engineer,1/1/99
264712,Eishiro,Otillio,Engineer,1/1/99
264717,Adel,McConalogue,Senior Engineer,1/1/99
264724,Babette,Baig,Senior Engineer,1/1/99
264726,Zorica,Merkl,Senior Engineer,1/1/99
264728,Izaskun,Setia,Senior Engineer,1/1/99
264731,Hitofumi,Kriebel,Engineer,1/1/99
264737,Jinxi,Kawashimo,Engineer,1/1/99
264748,Qiwen,Penttonen,Senior Staff,1/1/99
264752,Juichirou,Syrotiuk,Senior Engineer,1/1/99
264763,Tsuneo,Khamsi,Staff,1/1/99
264766,Chenyi,Toyoshima,Senior Engineer,1/1/99
264776,Richard,Ritcey,Senior Engineer,1/1/99
264786,Xinglin,Riefers,Senior Staff,1/1/99
264790,Kerryn,Krogh,Senior Engineer,1/1/99
264794,Jiong,Bael,Senior Engineer,1/1/99
264797,Sariel,Emmerich,Engineer,1/1/99
264798,Kristine,Bennet,Senior Engineer,1/1/99
264802,Bluma,Kroll,Senior Engineer,1/1/99
264804,Frazer,Rosis,Senior Engineer,1/1/99
264815,Tiina,Sigstam,Engineer,1/1/99
264816,Heeju,Biran,Assistant Engineer,1/1/99
264825,Mariangiola,Hiraishi,Senior Engineer,1/1/99
264842,Valeri,Asrin,Senior Engineer,1/1/99
264846,Dinah,Reeken,Senior Engineer,1/1/99
264848,Gino,Fandrianto,Senior Engineer,1/1/99
264851,Sadok,Muntz,Senior Engineer,1/1/99
264855,Slavian,Peres,Senior Staff,1/1/99
264860,Menkae,Munos,Engineer,1/1/99
264861,Marjo,Serot,Senior Engineer,1/1/99
264868,Vishu,Chartres,Engineer,1/1/99
264883,Vitaly,Hanabata,Senior Engineer,1/1/99
264884,Berto,Lambe,Senior Engineer,1/1/99
264890,Serenella,Unno,Senior Engineer,1/1/99
264894,Constantino,McAlpine,Staff,1/1/99
264898,Michaela,Ranum,Senior Engineer,1/1/99
264907,Menkae,Rajaraman,Senior Staff,1/1/99
264915,Kamran,Christianini,Technique Leader,1/1/99
264929,Yuichiro,Esteva,Staff,1/1/99
264932,Abdulah,Valiente,Staff,1/1/99
264935,Kristinn,Rissland,Senior Staff,1/1/99
264937,Mang,Chachaty,Senior Staff,1/1/99
264945,Baoqiu,Salinas,Senior Engineer,1/1/99
264947,KayLiang,Lalonde,Technique Leader,1/1/99
264948,Fay,Litzkow,Senior Engineer,1/1/99
264952,Jahangir,Narlikar,Assistant Engineer,1/1/99
264954,Naftali,McClure,Technique Leader,1/1/99
264956,Christophe,Oskamp,Senior Engineer,1/1/99
264968,Collette,Farrel,Senior Engineer,1/1/99
264969,Yaghout,Karnin,Senior Engineer,1/1/99
264970,Aris,Peng,Technique Leader,1/1/99
264975,Breannda,Makinen,Engineer,1/1/99
264976,Changho,Eiter,Senior Engineer,1/1/99
264990,Filipe,Randt,Engineer,1/1/99
264992,Boalin,Manders,Staff,1/1/99
264996,Gian,Avouris,Technique Leader,1/1/99
265007,Hilari,Leaver,Staff,1/1/99
265011,Yuping,Karner,Senior Engineer,1/1/99
265012,Boriana,Wilharm,Engineer,1/1/99
265018,Tran,Bressoud,Senior Engineer,1/1/99
265021,Demos,Escriba,Senior Engineer,1/1/99
265022,Ayakannu,Erni,Senior Engineer,1/1/99
265025,Chriss,Anick,Engineer,1/1/99
265034,Tayeb,Kinley,Senior Engineer,1/1/99
265040,Yuping,Choobineh,Senior Engineer,1/1/99
265048,Toshimitsu,Bugrara,Senior Engineer,1/1/99
265051,Chikara,Millington,Senior Engineer,1/1/99
265054,Pragnesh,Wossner,Engineer,1/1/99
265057,Thodoros,Openshaw,Engineer,1/1/99
265060,Ortrud,Serot,Technique Leader,1/1/99
265063,Evgueni,Giaccio,Senior Engineer,1/1/99
265071,Uno,Hiraishi,Staff,1/1/99
265074,Shigeo,Alpay,Engineer,1/1/99
265079,Maik,Isaak,Senior Engineer,1/1/99
265080,Hideo,Cronan,Senior Staff,1/1/99
265089,Saniya,Pepe,Senior Engineer,1/1/99
265098,Kenton,Moehrke,Senior Engineer,1/1/99
265102,Shigeu,Peroz,Technique Leader,1/1/99
265115,Heekeun,Plavsic,Senior Engineer,1/1/99
265128,Alois,Aseltine,Senior Staff,1/1/99
265131,Naftaly,Bottner,Engineer,1/1/99
265133,Neven,DiGiano,Senior Staff,1/1/99
265138,Yoshimitsu,Massonet,Senior Engineer,1/1/99
265147,Qunsheng,Silva,Senior Staff,1/1/99
265148,Subhada,Schneeberger,Senior Engineer,1/1/99
265149,Zejun,Rosiles,Technique Leader,1/1/99
265151,Gurbir,Heinisuo,Engineer,1/1/99
265174,Tsvetan,Whittlesey,Engineer,1/1/99
265177,Tsz,Verspoor,Engineer,1/1/99
265179,Nobuyoshi,Muhling,Senior Engineer,1/1/99
265182,Shigeaki,Driscoll,Technique Leader,1/1/99
265186,Gen,Templeman,Senior Engineer,1/1/99
265191,Uinam,Boudaillier,Senior Staff,1/1/99
265194,Shahar,Menhardt,Senior Engineer,1/1/99
265198,Olivera,Pena,Engineer,1/1/99
265200,Ishfaq,Chaudhuri,Senior Engineer,1/1/99
265201,Lakshmi,Walstra,Senior Engineer,1/1/99
265207,Atilio,Radhakrishnan,Senior Engineer,1/1/99
265223,Danny,Minakawa,Senior Engineer,1/1/99
265228,Miomir,Aamodt,Engineer,1/1/99
265229,Yonghoan,Kulisch,Engineer,1/1/99
265234,Jingling,Yemenis,Senior Engineer,1/1/99
265237,Jiafu,Kavraki,Senior Engineer,1/1/99
265238,Goa,Benzaken,Senior Engineer,1/1/99
265241,Lenore,Baja,Senior Engineer,1/1/99
265242,George,Sessa,Senior Engineer,1/1/99
265249,Jacqueline,Levergood,Senior Engineer,1/1/99
265250,Khaled,Panangaden,Staff,1/1/99
265257,Chenxi,Kilgour,Engineer,1/1/99
265260,KayLiang,Compeau,Senior Engineer,1/1/99
265273,Sailaja,Giveon,Engineer,1/1/99
265276,Toshiki,Back,Senior Staff,1/1/99
265279,Alejandra,Nishimukai,Senior Engineer,1/1/99
265288,Lena,Lorys,Staff,1/1/99
265308,Ung,Picaronny,Senior Engineer,1/1/99
265316,Geraldo,Angel,Technique Leader,1/1/99
265332,Xiaoqiang,Szemeredi,Engineer,1/1/99
265335,Yolla,Mahnke,Technique Leader,1/1/99
265339,Lijie,Camurati,Senior Engineer,1/1/99
265342,Tadahiro,Iivonen,Senior Engineer,1/1/99
265345,Hiroyasu,Conry,Senior Engineer,1/1/99
265346,Rosita,Peir,Senior Staff,1/1/99
265363,Keiichiro,Morrey,Engineer,1/1/99
265370,Indrajit,Jenevein,Senior Staff,1/1/99
265375,Macha,Cunliffe,Senior Engineer,1/1/99
265379,Jacopo,Angelopoulos,Senior Staff,1/1/99
265389,Ranga,Gustavson,Technique Leader,1/1/99
265394,Kazuhira,Hennebert,Technique Leader,1/1/99
265398,Debaprosad,Lindqvist,Senior Engineer,1/1/99
265408,Phillip,Zumaque,Staff,1/1/99
265413,Shaz,Thibadeau,Senior Engineer,1/1/99
265422,Gurbir,Gerlach,Senior Engineer,1/1/99
265423,Bokyung,Rosis,Senior Engineer,1/1/99
265424,Xianlong,Asrin,Senior Engineer,1/1/99
265429,Hatem,Juneja,Senior Engineer,1/1/99
265435,Aleksander,Garnham,Senior Staff,1/1/99
265440,Ashish,Jumpertz,Senior Engineer,1/1/99
265444,Hideyuki,Foote,Senior Engineer,1/1/99
265445,Janche,Rosca,Senior Staff,1/1/99
265452,Honesty,Rosay,Senior Engineer,1/1/99
265456,Xiaoqiang,Reutenauer,Senior Engineer,1/1/99
265469,Taisook,Brandsma,Senior Staff,1/1/99
265470,Marjo,Bael,Assistant Engineer,1/1/99
265477,Maia,Buescher,Technique Leader,1/1/99
265481,Sven,Kolinko,Technique Leader,1/1/99
265482,Mitchel,Gecsei,Staff,1/1/99
265489,Mitchel,Koprowski,Senior Engineer,1/1/99
265493,Michaela,Gopalakrishnan,Engineer,1/1/99
265497,Dinah,Anick,Staff,1/1/99
265505,Changho,Vakili,Senior Engineer,1/1/99
265512,Elrique,Gopalakrishnan,Staff,1/1/99
265523,Koldo,Daescu,Staff,1/1/99
265527,Olivera,Hiraishi,Technique Leader,1/1/99
265532,Jayesh,Beetstra,Engineer,1/1/99
265538,Tadahiko,Jarecki,Senior Engineer,1/1/99
265549,Basil,Kulisch,Engineer,1/1/99
265550,Fun,Bottner,Staff,1/1/99
265557,Younwoo,Roccetti,Senior Engineer,1/1/99
265563,Janche,Ginneken,Senior Staff,1/1/99
265573,Branimir,Pollacia,Senior Staff,1/1/99
265579,Christophe,Kroha,Technique Leader,1/1/99
265582,Vitaly,Isard,Engineer,1/1/99
265600,Rosli,Kulisch,Engineer,1/1/99
265606,Boalin,Zhang,Senior Engineer,1/1/99
265614,Kirk,Joslin,Senior Staff,1/1/99
265622,Babette,Picel,Engineer,1/1/99
265625,Xuejun,Bolsens,Senior Engineer,1/1/99
265626,Alagu,Pagter,Senior Staff,1/1/99
265636,Arve,Benantar,Senior Staff,1/1/99
265654,Basant,Poupard,Staff,1/1/99
265657,Dharmaraja,Nitta,Senior Engineer,1/1/99
265661,Alenka,Masamoto,Senior Engineer,1/1/99
265663,Shao,Schlegelmilch,Engineer,1/1/99
265670,Reuven,Baby,Staff,1/1/99
265674,Xinglin,Sherertz,Senior Engineer,1/1/99
265675,Sachin,Chiola,Technique Leader,1/1/99
265687,Shuky,Ranta,Senior Engineer,1/1/99
265692,Gregory,Trogemann,Senior Engineer,1/1/99
265696,Fayez,Jiang,Senior Staff,1/1/99
265697,Jahangir,Ecklund,Staff,1/1/99
265701,Lijia,Shigei,Senior Engineer,1/1/99
265707,Hairong,Gide,Senior Staff,1/1/99
265713,Jiafu,Shumilov,Engineer,1/1/99
265730,Piyawadee,Pettis,Senior Engineer,1/1/99
265739,Nahum,Perng,Senior Staff,1/1/99
265741,Odoardo,Guenter,Senior Staff,1/1/99
265747,Chaosheng,Himler,Senior Engineer,1/1/99
265748,Dinah,Krogh,Senior Staff,1/1/99
265762,George,Murrill,Senior Engineer,1/1/99
265775,Hilary,Ranka,Staff,1/1/99
265783,Palash,Furedi,Technique Leader,1/1/99
265789,Tsutomu,Besselaar,Staff,1/1/99
265801,Kasturi,Beidas,Senior Engineer,1/1/99
265802,Morris,Erol,Senior Engineer,1/1/99
265810,Martine,Erez,Staff,1/1/99
265822,Georgy,Kornatzky,Senior Engineer,1/1/99
265827,Kenton,Delaune,Staff,1/1/99
265830,Adam,Marchegay,Senior Engineer,1/1/99
265832,Zissis,Biran,Staff,1/1/99
265839,Marl,Baca,Technique Leader,1/1/99
265841,Dzung,Akaboshi,Assistant Engineer,1/1/99
265855,Mandell,Simmel,Senior Engineer,1/1/99
265857,Make,Conti,Engineer,1/1/99
265864,Mari,Molenkamp,Staff,1/1/99
265870,Zongyan,Lamba,Senior Staff,1/1/99
265872,Reuven,Alblas,Senior Engineer,1/1/99
265876,Sudhanshu,Hatcliff,Engineer,1/1/99
265878,Susanta,Cooke,Staff,1/1/99
265882,Francoise,Fontet,Staff,1/1/99
265884,Jeanna,Stavenow,Senior Engineer,1/1/99
265891,Huei,Legleitner,Engineer,1/1/99
265893,Kolar,Detkin,Assistant Engineer,1/1/99
265902,Barna,Pepe,Staff,1/1/99
265907,Jungsoon,Foong,Staff,1/1/99
265916,Hausi,Bratsberg,Engineer,1/1/99
265936,Fun,Kawashimo,Senior Staff,1/1/99
265937,Shuji,Chinen,Senior Engineer,1/1/99
265948,Weiru,Budinsky,Staff,1/1/99
265954,Shen,Biros,Engineer,1/1/99
265956,Murthy,Baca,Senior Engineer,1/1/99
265962,Nahid,Pepe,Senior Engineer,1/1/99
265963,Hongzhu,Lorin,Senior Engineer,1/1/99
265966,Haldon,Brookman,Senior Engineer,1/1/99
265970,Dekang,Ratzlaff,Senior Staff,1/1/99
265972,Aksel,Rodier,Senior Engineer,1/1/99
265975,Debaprosad,Demir,Senior Engineer,1/1/99
265977,Lene,Tischendorf,Senior Engineer,1/1/99
265989,Martine,Dratva,Senior Engineer,1/1/99
265990,Claudi,Brattka,Senior Engineer,1/1/99
265991,Sreekrishna,Sluis,Senior Engineer,1/1/99
265994,Pantung,Szmurlo,Assistant Engineer,1/1/99
265996,Shooichi,Karnin,Staff,1/1/99
265998,Guther,Heering,Senior Engineer,1/1/99
266002,Golgen,Avouris,Engineer,1/1/99
266012,Satosi,Vieri,Senior Staff,1/1/99
266018,Masanao,Cools,Senior Engineer,1/1/99
266023,Martijn,Murthy,Senior Engineer,1/1/99
266024,Shooichi,Nergos,Senior Engineer,1/1/99
266030,Shuji,Poujol,Senior Staff,1/1/99
266031,Ulises,Collavizza,Engineer,1/1/99
266038,Bodh,Chinin,Senior Engineer,1/1/99
266039,Mart,Miara,Senior Engineer,1/1/99
266043,Alain,Swift,Engineer,1/1/99
266048,Shaowen,Tetzlaff,Senior Engineer,1/1/99
266050,Mingdong,Adachi,Staff,1/1/99
266053,Mario,Szilard,Senior Engineer,1/1/99
266054,Younwoo,Ratnakar,Senior Engineer,1/1/99
266060,Richara,Ranst,Engineer,1/1/99
266061,Marjo,Restivo,Senior Engineer,1/1/99
266062,Chuanyi,Soloway,Engineer,1/1/99
266065,Ayonca,Daescu,Staff,1/1/99
266075,Makato,Lovengreen,Senior Engineer,1/1/99
266079,Adil,Ghemri,Senior Engineer,1/1/99
266080,Mari,Maraist,Engineer,1/1/99
266082,Randi,Cichocki,Senior Engineer,1/1/99
266084,Abdulla,Fabrizio,Engineer,1/1/99
266085,Sumali,Markovitch,Staff,1/1/99
266089,Arno,Ranum,Engineer,1/1/99
266090,Bojan,Gihr,Senior Engineer,1/1/99
266112,Kazuhiko,Billawala,Senior Engineer,1/1/99
266114,Arvind,Marletta,Senior Engineer,1/1/99
266135,Shridhar,Apsitis,Senior Engineer,1/1/99
266138,Huei,Gyorkos,Staff,1/1/99
266142,Marco,Bernini,Engineer,1/1/99
266147,Lalit,Krichel,Staff,1/1/99
266150,Marsha,Simmen,Engineer,1/1/99
266157,Hidefumi,Luby,Staff,1/1/99
266159,Navid,Uludag,Senior Engineer,1/1/99
266169,Maia,Lorie,Senior Engineer,1/1/99
266170,Sungwon,Stellhorn,Senior Staff,1/1/99
266177,Marke,Weedon,Senior Engineer,1/1/99
266179,Kwangjo,Hoppenstand,Senior Engineer,1/1/99
266181,Hidefumi,Lodder,Staff,1/1/99
266186,Kien,Perz,Senior Engineer,1/1/99
266190,Xiahua,Xiaoshan,Senior Engineer,1/1/99
266199,Goetz,Ferriere,Senior Engineer,1/1/99
266202,TRUE,Gill,Senior Staff,1/1/99
266209,Hinrich,Erde,Senior Staff,1/1/99
266215,Yaghout,Hoogerwoord,Senior Engineer,1/1/99
266217,Wuxu,Takanami,Staff,1/1/99
266221,Sashi,Hofmeyr,Senior Engineer,1/1/99
266228,Renny,Takanami,Senior Staff,1/1/99
266234,Marc,Orlowska,Senior Engineer,1/1/99
266236,Guenter,Cherinka,Staff,1/1/99
266241,Ashish,Kilgour,Staff,1/1/99
266242,Fusako,Berstel,Senior Staff,1/1/99
266245,Subhada,Junet,Senior Engineer,1/1/99
266248,Erzsebet,Plesums,Staff,1/1/99
266251,Yuping,Isaak,Senior Engineer,1/1/99
266255,Manu,Dehkordi,Engineer,1/1/99
266257,Franziska,Camarinopoulos,Senior Staff,1/1/99
266266,Xuedong,Angelov,Assistant Engineer,1/1/99
266272,Panayotis,Glinert,Senior Staff,1/1/99
266277,Boaz,Kleiser,Technique Leader,1/1/99
266278,Francesca,Sidhu,Engineer,1/1/99
266279,Pascal,Kugler,Engineer,1/1/99
266284,Zejun,Thiria,Senior Engineer,1/1/99
266285,Nathan,Murtafg,Staff,1/1/99
266287,Serif,Decaestecker,Staff,1/1/99
266289,Subir,Munch,Staff,1/1/99
266292,Janche,Ferriere,Engineer,1/1/99
266309,Dipankar,Rodiger,Senior Engineer,1/1/99
266312,Tremaine,Lovengreen,Engineer,1/1/99
266318,Arvin,Madeira,Senior Staff,1/1/99
266349,Foong,Stille,Assistant Engineer,1/1/99
266351,Morris,Monkewich,Senior Engineer,1/1/99
266373,Utpal,Ramamoorthy,Senior Engineer,1/1/99
266375,Miquel,Bugrara,Engineer,1/1/99
266377,Fumitaka,Ranon,Senior Engineer,1/1/99
266378,Candido,Wielonsky,Senior Engineer,1/1/99
266385,Hidde,Gill,Senior Engineer,1/1/99
266387,Tsutomu,Kornyak,Staff,1/1/99
266390,Chiranjit,Spinelli,Senior Engineer,1/1/99
266396,Sedat,Stifter,Senior Engineer,1/1/99
266399,Breannda,Rubsam,Senior Engineer,1/1/99
266402,Siamak,Flowers,Engineer,1/1/99
266408,Shugo,Anandan,Engineer,1/1/99
266432,Roddy,Biron,Technique Leader,1/1/99
266441,Vatsa,Chiola,Senior Engineer,1/1/99
266443,Yishay,Schurmann,Engineer,1/1/99
266450,Toshiki,Gulak,Senior Engineer,1/1/99
266451,Xiong,Hockney,Staff,1/1/99
266457,Yannis,Kobuchi,Senior Engineer,1/1/99
266466,Hidefumi,Tomescu,Senior Engineer,1/1/99
266467,Miquel,Tiemann,Senior Engineer,1/1/99
266471,Quingbo,Birke,Staff,1/1/99
266476,Sastry,Rodiger,Staff,1/1/99
266483,Younwoo,Servieres,Senior Engineer,1/1/99
266485,Sandeepan,Caine,Senior Staff,1/1/99
266487,Unal,Boyle,Technique Leader,1/1/99
266490,Hidefumi,Versino,Senior Engineer,1/1/99
266491,Atilio,Chelton,Engineer,1/1/99
266492,Yakichi,Biron,Engineer,1/1/99
266498,Sreenivas,Feldmann,Senior Staff,1/1/99
266500,Hidekazu,Brickell,Staff,1/1/99
266503,Sanjeeva,VanScheik,Senior Engineer,1/1/99
266507,Mong,Christ,Senior Engineer,1/1/99
266519,Marke,Pfau,Assistant Engineer,1/1/99
266521,Mana,Strooper,Staff,1/1/99
266529,Tommaso,Cannane,Engineer,1/1/99
266530,Susumu,Rattan,Senior Staff,1/1/99
266535,Mikhail,Eldridge,Staff,1/1/99
266539,Brewster,Nourani,Senior Engineer,1/1/99
266540,Akeel,Herbst,Senior Engineer,1/1/99
266547,Kasturi,Stassinopoulos,Senior Engineer,1/1/99
266548,Valeska,Niizuma,Senior Engineer,1/1/99
266550,Yuriy,Rouquie,Staff,1/1/99
266562,Ebru,Peltason,Senior Engineer,1/1/99
266564,Nimmagadda,Swiler,Senior Engineer,1/1/99
266575,Abdelkader,Debuse,Senior Staff,1/1/99
266576,Sumant,Melski,Engineer,1/1/99
266581,Gonzalo,Leppanen,Technique Leader,1/1/99
266590,Toshimi,Wissmann,Senior Staff,1/1/99
266594,Mohd,Gomatam,Assistant Engineer,1/1/99
266599,Rosine,Barreiro,Senior Engineer,1/1/99
266600,Zengping,Siochi,Senior Engineer,1/1/99
266601,Tru,Kilgore,Technique Leader,1/1/99
266607,Tran,Hopewell,Engineer,1/1/99
266608,Amstein,Sessa,Staff,1/1/99
266609,Marke,Kragelund,Senior Engineer,1/1/99
